job_role,skills,count
Security Engineer,Envoy,2
Security Engineer,GitHub Actions,2
Security Engineer,Google GKE,2
Security Engineer,Grafana,2
Security Engineer,Istio,2
Security Engineer,MongoDB Atlas,2
Security Engineer,PostgreSQL,2
Security Engineer,Splunk,2
Security Engineer,Swift,2
Security Engineer,Android,1
Security Engineer,Anthropic,1
Security Engineer,Apache Flink,1
Security Engineer,Apache Kafka,1
Security Engineer,Apache Spark,1
Security Engineer,Bazel,1
Security Engineer,BigQuery,1
Security Engineer,Elasticsearch,1
Security Engineer,Elixir,1
Security Engineer,GPT,1
Security Engineer,GitLab CI,1
Security Engineer,HTML,1
Security Engineer,IIS,1
Security Engineer,Jenkins,1
Security Engineer,MCP,1
Security Engineer,MySQL,1
Security Engineer,Nginx,1
Security Engineer,Nix,1
Security Engineer,Objective-C,1
Security Engineer,Pandas,1
Security Engineer,Pulumi,1
Security Engineer,REST,1
Security Engineer,Ruby on Rails,1
Security Engineer,Snyk,1
Security Engineer,Solidity,1
Security Engineer,Vanta,1
Security Engineer,Zig,1
Security Engineer,iOS,1
Solutions / Forward Deployed,Python,169
Solutions / Forward Deployed,JavaScript,102
Solutions / Forward Deployed,AWS,97
Solutions / Forward Deployed,Azure,93
Solutions / Forward Deployed,GCP,91
Solutions / Forward Deployed,Kubernetes,68
Solutions / Forward Deployed,Java,42
Solutions / Forward Deployed,SQL,38
Solutions / Forward Deployed,Go,37
Solutions / Forward Deployed,TypeScript,32
Solutions / Forward Deployed,Node.js,31
Solutions / Forward Deployed,Terraform,28
Solutions / Forward Deployed,C++,26
Solutions / Forward Deployed,C#,24
Solutions / Forward Deployed,MongoDB Atlas,23
Solutions / Forward Deployed,Apache Kafka,22
Solutions / Forward Deployed,Ruby,18
Solutions / Forward Deployed,Docker,17
Solutions / Forward Deployed,React,16
Solutions / Forward Deployed,Datadog,15
Solutions / Forward Deployed,Bash,13
Solutions / Forward Deployed,Helm,12
Solutions / Forward Deployed,Ansible,9
Solutions / Forward Deployed,Jenkins,9
Solutions / Forward Deployed,PHP,9
Solutions / Forward Deployed,Puppet,9
Solutions / Forward Deployed,REST,9
Solutions / Forward Deployed,Splunk,9
Solutions / Forward Deployed,GitLab,8
Solutions / Forward Deployed,OpenShift,8
Solutions / Forward Deployed,Amazon EKS,7
Solutions / Forward Deployed,Cloudflare,7
Solutions / Forward Deployed,Cloudflare Workers,7
Solutions / Forward Deployed,GPT,7
Solutions / Forward Deployed,Git,7
Solutions / Forward Deployed,Google GKE,7
Solutions / Forward Deployed,Grafana,7
Solutions / Forward Deployed,Perl,7
Solutions / Forward Deployed,Prometheus,7
Solutions / Forward Deployed,Claude,6
Solutions / Forward Deployed,PostgreSQL,6
Solutions / Forward Deployed,Salesforce,6
Solutions / Forward Deployed,Apache Spark,4
Solutions / Forward Deployed,Jira,4
Solutions / Forward Deployed,MCP,4
Solutions / Forward Deployed,MongoDB,4
Solutions / Forward Deployed,Pulumi,4
Solutions / Forward Deployed,Rust,4
Solutions / Forward Deployed,AWS CloudFormation,3
Solutions / Forward Deployed,Gemini,3
Solutions / Forward Deployed,GitHub,3
Solutions / Forward Deployed,HTML,3
Solutions / Forward Deployed,Jupyter,3
Solutions / Forward Deployed,Linux,3
Solutions / Forward Deployed,Lua,3
Solutions / Forward Deployed,NetSuite,3
Solutions / Forward Deployed,SAS,3
Solutions / Forward Deployed,Vertex AI,3
Solutions / Forward Deployed,.NET,2
Solutions / Forward Deployed,Android,2
Solutions / Forward Deployed,CSS,2
Solutions / Forward Deployed,GitHub Actions,2
Solutions / Forward Deployed,GraphQL,2
Solutions / Forward Deployed,MATLAB,2
Solutions / Forward Deployed,Next.js,2
Solutions / Forward Deployed,R,2
Solutions / Forward Deployed,Swift,2
Solutions / Forward Deployed,Zendesk,2
Solutions / Forward Deployed,Amazon EC2,1
Solutions / Forward Deployed,Angular,1
Solutions / Forward Deployed,Anthropic,1
Solutions / Forward Deployed,CockroachDB,1
Solutions / Forward Deployed,Databricks,1
Solutions / Forward Deployed,DynamoDB,1
Solutions / Forward Deployed,Fly.io,1
Solutions / Forward Deployed,GitHub Copilot,1
Solutions / Forward Deployed,Heroku,1
Solutions / Forward Deployed,Kotlin,1
Solutions / Forward Deployed,Objective-C,1
Solutions / Forward Deployed,OpenTelemetry,1
Solutions / Forward Deployed,React Native,1
Solutions / Forward Deployed,Redis,1
Solutions / Forward Deployed,SQLite,1
Solutions / Forward Deployed,Snowflake,1
Solutions / Forward Deployed,Vanta,1
Solutions / Forward Deployed,Vercel,1
Solutions / Forward Deployed,Vue.js,1
Solutions / Forward Deployed,iOS,1
Systems / Low-level,Python,21
Systems / Low-level,SQL,21
Systems / Low-level,Go,18
Systems / Low-level,C++,14
Systems / Low-level,Kubernetes,14
Systems / Low-level,Rust,14
Systems / Low-level,Linux,11
Systems / Low-level,TypeScript,11
Systems / Low-level,Docker,10
Systems / Low-level,Terraform,10
Systems / Low-level,JavaScript,8
Systems / Low-level,PostgreSQL,8
Systems / Low-level,Apache Kafka,7
Systems / Low-level,Claude,7
Systems / Low-level,ClickHouse,7
Systems / Low-level,Salesforce,7
Systems / Low-level,Grafana,6
Systems / Low-level,dbt,6
Systems / Low-level,Prometheus,5
Systems / Low-level,Snowflake,5
Systems / Low-level,Apache Flink,4
Systems / Low-level,Bash,4
Systems / Low-level,GCP,4
Systems / Low-level,Java,4
Systems / Low-level,Jira,4
Systems / Low-level,React,4
Systems / Low-level,Tableau,4
Systems / Low-level,Android,3
Systems / Low-level,BigQuery,3
Systems / Low-level,GPT,3
Systems / Low-level,GitLab CI,3
Systems / Low-level,Looker,3
Systems / Low-level,MySQL,3
Systems / Low-level,Okta,3
Systems / Low-level,OpenAI Codex,3
Systems / Low-level,REST,3
Systems / Low-level,Zendesk,3
Systems / Low-level,AWS,2
Systems / Low-level,Airflow,2
Systems / Low-level,Apache Spark,2
Systems / Low-level,Cloudflare,2
Systems / Low-level,Git,2
Systems / Low-level,GraphQL,2
Systems / Low-level,HubSpot,2
Systems / Low-level,Kibana,2
Systems / Low-level,NetSuite,2
Systems / Low-level,Nginx,2
Systems / Low-level,Node.js,2
Systems / Low-level,Plotly,2
Systems / Low-level,Redis,2
Systems / Low-level,Streamlit,2
Systems / Low-level,gRPC,2
Systems / Low-level,Amazon S3,1
Systems / Low-level,Ansible,1
Systems / Low-level,Azure,1
Systems / Low-level,C,1
Systems / Low-level,CUDA,1
Systems / Low-level,Cloudflare Workers,1
Systems / Low-level,Dagster,1
Systems / Low-level,Databricks,1
Systems / Low-level,Datadog,1
Systems / Low-level,Envoy,1
Systems / Low-level,Figma,1
Systems / Low-level,GDB,1
Systems / Low-level,Gatsby,1
Systems / Low-level,GitHub,1
Systems / Low-level,GitHub Copilot,1
Systems / Low-level,Groovy,1
Systems / Low-level,Kotlin,1
Systems / Low-level,MCP,1
Systems / Low-level,Puppet,1
Systems / Low-level,R,1
Systems / Low-level,Redshift,1
Systems / Low-level,Splunk,1
Systems / Low-level,Swift,1
Systems / Low-level,iOS,1
